set,y_val,MA_200,MA_22,MA_5,intercept,pm_22D_lag,pm_5D_lag,pm_68D_lag
1.0,pm_1D,7.10500306412074e-05,-0.0005700840875404915,0.0004912707261734043,0.08745157076514534,-0.014064077603452229,-0.07852679411074207,0.006909214757872062
1.0,pm_22D,-8.959284230923188e-05,-0.005001936198105801,0.005062197983055383,-0.7610088100224847,0.6930584222112812,0.04137091724056165,0.027756961552294814
1.0,pm_5D,1.795467228020182e-05,-6.794470001382505e-05,4.5421678395278874e-05,-0.6034625712585541,0.00012149150544717552,0.596442717056641,0.007436131308508961
2.0,pm_1D,-3.65171640753131e-05,7.420681471162733e-05,-4.472215429374777e-05,-0.001278492379099727,-0.0020811785673246143,0.0036355805047335412,0.0006788013689112507
2.0,pm_22D,0.00016943913996493625,-0.00266135093980061,0.0025003315865529214,-0.9114273937712565,0.8060361644260531,0.09398092966965288,0.008549568136885234
2.0,pm_5D,-9.57584499684107e-05,0.0009450045951111561,-0.0008557403713185955,-0.795989991086702,0.006580735773690646,0.787838234441615,0.0016652288631436606
